datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp,areaprotegida
2017/07/09 04:08:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.60454,-41.30415,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/06 03:12:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.72718,-41.52237,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 00:17:37,METOP-B,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.7813997268677,-41.2653007507324,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/29 04:09:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0.1,1,-12.97938,-41.46797,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/13 23:46:38,METOP-B,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.3276996612549,-41.2733001708984,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 23:19:07,GOES-16,Brasil,BAHIA,ITAETE,Caatinga,0,0.2,1,-13.24,-41.16,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/18 15:27:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0,1,-12.5528,-41.33486,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/12 21:41:00,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.8993,-41.5156,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/27 16:00:00,GOES-13,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.29,-41.12,,PARNA DA CHAPADA DA DIAMANTINA
2017/02/25 21:44:36,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,0,0.1,1,-13.1688,-41.3953,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/21 21:27:48,NOAA-18,Brasil,BAHIA,LENCOIS,Caatinga,0,0,1,-12.5595,-41.3372,,PARNA DA CHAPADA DA DIAMANTINA
2017/07/21 18:29:50,NOAA-19,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.0766,-41.3685,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/07 20:57:07,NOAA-15,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.7362,-41.5135,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/21 03:37:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0,1,-12.54528,-41.3291,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/03 21:55:32,NOAA-15,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.8017,-41.2931,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/25 18:32:46,NOAA-19,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.2482,-41.1984,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 17:19:07,GOES-16,Brasil,BAHIA,MUCUGE,Caatinga,0,0.4,1,-13.24,-41.2,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/03 16:30:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.89664,-41.31696,,PARNA DA CHAPADA DA DIAMANTINA
2017/08/20 16:55:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-13.03749,-41.27359,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/04 21:23:56,NOAA-18,Brasil,BAHIA,ITAETE,Caatinga,0,0,1,-13.1996,-41.0712,,PARNA DA CHAPADA DA DIAMANTINA
2017/09/20 22:01:36,GOES-13,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.05,-41.43,,PARNA DA CHAPADA DA DIAMANTINA
2017/08/08 15:39:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,0,0,1,-13.19159,-41.1855,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/04 00:43:10,METOP-B,Brasil,BAHIA,LENCOIS,Caatinga,0,0,0.9,-12.5249004364014,-41.4175987243652,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 12:54:00,TERRA_M-T,Brasil,BAHIA,IBICOARA,Caatinga,0,0.4,1,-13.255,-41.186,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/26 16:17:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.29721,-41.13039,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/07 21:04:13,NOAA-15,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.7362,-41.5135,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 00:37:39,METOP-B,Brasil,BAHIA,ITAETE,Caatinga,0,0.3,1,-13.2344999313354,-41.1794013977051,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/23 16:55:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,0,0.2,1,-13.23061,-41.1816,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/22 03:18:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0,1,-12.65272,-41.33394,,PARNA DA CHAPADA DA DIAMANTINA
2017/04/16 18:31:41,GOES-13,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.2,-41.28,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 21:23:51,NOAA-18,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.8736,-41.3336,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/01 00:05:31,METOP-B,Brasil,BAHIA,IBICOARA,Caatinga,0,0,0.9,-13.3737001419067,-41.3212013244629,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/12 21:35:47,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.8993,-41.5156,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/12 17:02:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0,1,-12.4327,-41.27416,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 22:19:06,GOES-16,Brasil,BAHIA,ITAETE,Caatinga,0,0.2,1,-13.26,-41.15,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/06 01:27:00,TERRA_M-M,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.723,-41.508,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 03:25:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.3,1,-13.24987,-41.18544,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/27 16:00:00,GOES-13,Brasil,BAHIA,IRAMAIA,Caatinga,0,0,1,-13.29,-41.1,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/03 16:49:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,0,0,1,-12.41145,-41.57728,,PARNA DA CHAPADA DA DIAMANTINA
2017/05/31 21:35:34,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.0733,-41.4772,,PARNA DA CHAPADA DA DIAMANTINA
2017/02/08 21:29:23,NOAA-18,Brasil,BAHIA,LENCOIS,Caatinga,0,1,0.7,-12.5216,-41.3458,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 01:09:00,TERRA_M-M,Brasil,BAHIA,IBICOARA,Caatinga,0,0.4,1,-13.253,-41.179,,PARNA DA CHAPADA DA DIAMANTINA
2017/04/11 16:10:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,0,0,0.7,-12.55279,-41.30468,,PARNA DA CHAPADA DA DIAMANTINA
2017/11/11 15:59:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0,0.3,-12.54894,-41.30853,,PARNA DA CHAPADA DA DIAMANTINA
2017/08/19 17:13:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.23653,-41.36414,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/24 16:36:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.1,1,-13.24255,-41.18995,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/25 16:17:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.24274,-41.18942,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/22 15:52:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.64143,-41.33147,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/03 16:42:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,0,0,1,-12.38317,-41.52415,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/22 15:52:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0,1,-12.65913,-41.32912,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/26 16:17:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.29003,-41.12788,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 00:17:29,METOP-B,Brasil,BAHIA,IBICOARA,Caatinga,0,0.4,1,-13.2565002441406,-41.1806983947754,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/10 16:18:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0,1,-12.49137,-41.28741,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/01 00:05:31,METOP-B,Brasil,BAHIA,IBICOARA,Caatinga,0,0,0.8,-13.371600151062,-41.3107986450195,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/08 00:40:04,METOP-B,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.0486001968384,-41.4305000305176,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/12 21:41:00,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.9008,-41.5242,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/30 21:23:58,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.786,-41.4621,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 18:49:05,GOES-16,Brasil,BAHIA,ITAETE,Caatinga,0,0.4,1,-13.26,-41.15,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 18:09:40,NOAA-19,Brasil,BAHIA,IBICOARA,Caatinga,0,0.4,1,-13.2649,-41.206,,PARNA DA CHAPADA DA DIAMANTINA
2017/08/22 01:21:00,TERRA_M-M,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-13.025,-41.27,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/29 04:09:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0.1,1,-12.98278,-41.4685,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/10 16:10:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0.3,1,-13.21613,-41.31905,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/21 21:37:12,NOAA-18,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.5692,-41.3348,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/25 16:17:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,0,0,1,-13.22784,-41.18085,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/30 21:33:15,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.7872,-41.4695,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/20 16:30:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0,1,-12.54715,-41.33235,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/24 15:55:00,AQUA_M-T,Brasil,BAHIA,IBICOARA,Caatinga,0,0.1,1,-13.248,-41.196,,PARNA DA CHAPADA DA DIAMANTINA
2017/04/11 21:13:09,NOAA-18,Brasil,BAHIA,LENCOIS,Caatinga,0,0,0.7,-12.5578,-41.369,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 18:19:06,GOES-16,Brasil,BAHIA,ITAETE,Caatinga,0,0.4,1,-13.26,-41.15,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/25 18:32:46,NOAA-19,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.2579,-41.196,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 12:54:00,TERRA_M-T,Brasil,BAHIA,IBICOARA,Caatinga,0,0.3,1,-13.244,-41.19,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/27 03:25:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,0,0,1,-13.28601,-41.12682,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 00:17:29,METOP-B,Brasil,BAHIA,IBICOARA,Caatinga,0,0.4,1,-13.2678003311157,-41.1856994628906,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 03:25:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.3,1,-13.24469,-41.18412,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/30 16:24:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,0,0.9,1,-12.63715,-41.62534,,PARNA DA CHAPADA DA DIAMANTINA
2017/09/26 17:01:00,NPP-375,Brasil,BAHIA,IRAMAIA,Caatinga,0,0,1,-13.30211,-41.09919,,PARNA DA CHAPADA DA DIAMANTINA
2017/06/16 04:39:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.02425,-41.43217,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 22:04:06,GOES-16,Brasil,BAHIA,ITAETE,Caatinga,0,0.2,1,-13.24,-41.16,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 22:19:06,GOES-16,Brasil,BAHIA,ITAETE,Caatinga,0,0.2,1,-13.24,-41.16,,PARNA DA CHAPADA DA DIAMANTINA
2017/06/17 21:39:06,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.0512,-41.462,,PARNA DA CHAPADA DA DIAMANTINA
2017/11/22 15:52:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,0,0,0.2,-12.82065,-41.26755,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 00:37:39,METOP-B,Brasil,BAHIA,ITAETE,Caatinga,0,0.2,1,-13.2322998046875,-41.1702995300293,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/25 16:38:00,AQUA_M-T,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.247,-41.187,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/28 00:46:03,METOP-B,Brasil,BAHIA,ITAETE,Caatinga,0,0.5,1,-13.2672996520996,-41.1301002502441,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/28 17:01:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.1,1,-13.26696,-41.18457,,PARNA DA CHAPADA DA DIAMANTINA
2017/04/11 21:13:09,NOAA-18,Brasil,BAHIA,LENCOIS,Caatinga,0,0,0.7,-12.5557,-41.3536,,PARNA DA CHAPADA DA DIAMANTINA
2017/09/21 01:33:00,TERRA_M-M,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.057,-41.453,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 17:19:07,GOES-16,Brasil,BAHIA,ITAETE,Caatinga,0,0.5,1,-13.24,-41.16,,PARNA DA CHAPADA DA DIAMANTINA
2017/09/28 16:24:00,NPP-375,Brasil,BAHIA,BONINAL,Caatinga,0,0.1,1,-12.69704,-41.63034,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/13 23:46:38,METOP-B,Brasil,BAHIA,IBICOARA,Caatinga,0,0,0.9,-13.3353996276855,-41.3142013549805,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/12 15:40:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.87549,-41.5101,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 03:25:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.3,1,-13.24401,-41.18754,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 15:59:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.4,1,-13.25207,-41.19055,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 03:25:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.4,1,-13.25437,-41.19028,,PARNA DA CHAPADA DA DIAMANTINA
2017/04/11 21:13:10,NOAA-18,Brasil,BAHIA,LENCOIS,Caatinga,0,0,0.7,-12.546,-41.3557,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/03 21:44:58,NOAA-18,Brasil,BAHIA,LENCOIS,Caatinga,0,0,1,-12.5491,-41.4317,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 15:40:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.29101,-41.34262,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/03 22:30:36,NOAA-18,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.8972,-41.2904,,PARNA DA CHAPADA DA DIAMANTINA
2017/12/05 16:49:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,0,0,0.7,-12.9495,-41.20635,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/08 00:35:00,METOP-B,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.0507001876831,-41.4394989013672,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/21 15:52:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,0,0,1,-13.22335,-41.18591,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/07 17:07:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.72472,-41.50608,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/24 16:36:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.81005,-41.26361,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/28 00:41:00,METOP-B,Brasil,BAHIA,ITAETE,Caatinga,0,0.5,0.9,-13.2701997756958,-41.1417007446289,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/22 03:18:00,NPP-375,Brasil,BAHIA,LENCOIS,Caatinga,0,0,1,-12.65361,-41.32956,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/11 21:55:24,NOAA-15,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.0065,-41.4697,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/14 03:50:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.34283,-41.32782,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 21:23:51,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.8872,-41.3653,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/25 18:32:46,NOAA-19,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.2592,-41.2037,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/29 16:43:00,NPP-375,Brasil,BAHIA,PALMEIRAS,Caatinga,0,0.3,1,-12.41893,-41.57959,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/23 21:32:38,NOAA-18,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.2637,-41.1687,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 03:25:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,0,0.3,1,-13.23946,-41.183,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 00:17:29,METOP-B,Brasil,BAHIA,IBICOARA,Caatinga,0,0.4,1,-13.2662000656128,-41.1785011291504,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/26 16:17:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.29335,-41.12736,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/06 01:27:00,TERRA_M-M,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.725,-41.517,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/25 16:17:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.24606,-41.1889,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 20:19:07,GOES-16,Brasil,BAHIA,ITAETE,Caatinga,0,0.2,1,-13.24,-41.16,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/23 16:55:00,NPP-375,Brasil,BAHIA,ITAETE,Caatinga,0,0.2,1,-13.22995,-41.17813,,PARNA DA CHAPADA DA DIAMANTINA
2017/02/13 15:39:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,0,0.4,0.9,-12.95426,-41.20899,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/04 00:38:00,METOP-B,Brasil,BAHIA,LENCOIS,Caatinga,0,0,0.9,-12.5127000808716,-41.4098014831543,,PARNA DA CHAPADA DA DIAMANTINA
2017/07/23 13:37:00,TERRA_M-T,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.565,-41.29,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/28 17:01:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.1,1,-13.26607,-41.18024,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/06 03:12:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.72393,-41.51975,,PARNA DA CHAPADA DA DIAMANTINA
2017/05/16 16:54:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0.2,1,-13.28304,-41.32511,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/28 17:01:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.1,1,-13.26386,-41.18378,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/24 16:36:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.1,1,-13.23778,-41.18571,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 23:31:39,GOES-13,Brasil,BAHIA,ITAETE,Caatinga,0,0.2,1,-13.25,-41.13,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/27 17:01:41,GOES-13,Brasil,BAHIA,ITAETE,Caatinga,0,0.4,1,-13.25,-41.16,,PARNA DA CHAPADA DA DIAMANTINA
2017/07/23 13:37:00,TERRA_M-T,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.57,-41.298,,PARNA DA CHAPADA DA DIAMANTINA
2017/08/20 16:55:00,NPP-375,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-13.03815,-41.27703,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/13 23:46:38,METOP-B,Brasil,BAHIA,IBICOARA,Caatinga,0,0,1,-13.331600189209,-41.2938003540039,,PARNA DA CHAPADA DA DIAMANTINA
2017/07/21 16:17:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.05629,-41.36483,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/26 03:25:00,NPP-375,Brasil,BAHIA,IBICOARA,Caatinga,0,0.3,1,-13.2492,-41.18888,,PARNA DA CHAPADA DA DIAMANTINA
2017/10/03 21:55:32,NOAA-15,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.797,-41.3203,,PARNA DA CHAPADA DA DIAMANTINA
2017/01/20 21:48:50,NOAA-18,Brasil,BAHIA,ANDARAI,Caatinga,0,0,1,-12.5793,-41.343,,PARNA DA CHAPADA DA DIAMANTINA
2017/06/17 21:39:06,NOAA-18,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-13.0498,-41.4528,,PARNA DA CHAPADA DA DIAMANTINA
2017/03/06 03:12:00,NPP-375,Brasil,BAHIA,MUCUGE,Caatinga,0,0,1,-12.72254,-41.51179,,PARNA DA CHAPADA DA DIAMANTINA
